[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:117(_aligned_zeros)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
       18    0.000    0.000    0.000    0.000 _util.py:143(_prune_array)
        7    0.000    0.000    0.000    0.000 _util.py:308(getfullargspec_no_self)
        7    0.000    0.000    0.000    0.000 _util.py:330(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:335(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:340(<listcomp>)
       25    0.000    0.000    0.000    0.000 _util.py:345(<genexpr>)
        7    0.000    0.000    0.000    0.000 _util.py:350(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:354(<dictcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:357(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:363(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _util.py:375(MapWrapper)
        1    0.000    0.000    0.002    0.002 _validation.py:1(<module>)
        5    0.000    0.000    0.004    0.001 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.001    0.001 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1042(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:33(RootResults)
      104    0.000    0.000    0.002    0.000 abc.py:105(__new__)
       25    0.000    0.000    0.000    0.000 abc.py:110(register)
    35057    0.008    0.000    0.020    0.000 abc.py:117(__instancecheck__)
 1590/184    0.000    0.000    0.002    0.000 abc.py:121(__subclasscheck__)
        7    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
       64    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 about.py:1(<module>)
        1    0.000    0.000    0.001    0.001 accumulationbounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accumulationbounds.py:14(AccumulationBounds)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 add.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:89(Add)
        1    0.000    0.000    0.001    0.001 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:7(Adjoint)
        1    0.000    0.000    0.004    0.004 algebraicfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1034(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1061(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1103(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1129(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1131(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1222(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1233(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1288(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1308(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1618(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1652(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:201(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:666(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:677(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:688(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:705(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:740(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:760(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:769(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:863(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:939(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:979(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:996(_AppendAction)
        1    0.000    0.000    0.003    0.003 arpack.py:1(<module>)
        1    0.008    0.008    9.883    9.883 arpack.py:1102(eigs)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:302(choose_ncv)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:311(__init__)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:599(__init__)
    16942    8.770    0.001    9.873    0.001 arpack.py:721(iterate)
        1    0.002    0.002    0.002    0.002 arpack.py:761(extract)
        1    0.000    0.000    0.000    0.000 arpack.py:899(_aslinearoperator_with_dtype)
        1    0.000    0.000    0.000    0.000 arpack.py:907(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:10(ArrayComprehension)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:344(ArrayComprehensionMap)
        1    0.000    0.000    0.000    0.000 arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayop.py:422(Flatten)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       10    0.000    0.000    0.000    0.000 arrayprint.py:1018(__call__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        2    0.000    0.000    0.001    0.000 arrayprint.py:1247(__init__)
        5    0.000    0.000    0.000    0.000 arrayprint.py:1267(__call__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
       18    0.001    0.000    0.001    0.000 arrayprint.py:1564(_guarded_repr_or_str)
       20    0.000    0.000    0.002    0.000 arrayprint.py:1571(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:403(_get_formatdict)
        2    0.000    0.000    0.001    0.000 arrayprint.py:415(<lambda>)
        2    0.000    0.000    0.001    0.000 arrayprint.py:452(_get_format_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       20    0.000    0.000    0.002    0.000 arrayprint.py:506(wrapper)
        2    0.000    0.000    0.001    0.000 arrayprint.py:523(_array2string)
        2    0.000    0.000    0.001    0.000 arrayprint.py:561(array2string)
        2    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
        2    0.000    0.000    0.000    0.000 arrayprint.py:72(<dictcomp>)
        5    0.000    0.000    0.000    0.000 arrayprint.py:739(_extendLine)
        5    0.000    0.000    0.000    0.000 arrayprint.py:753(_extendLine_pretty)
        2    0.000    0.000    0.000    0.000 arrayprint.py:780(_formatArray)
      7/2    0.000    0.000    0.000    0.000 arrayprint.py:789(recurser)
        4    0.000    0.000    0.000    0.000 arrayprint.py:898(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        4    0.000    0.000    0.001    0.000 arrayprint.py:907(__init__)
        4    0.000    0.000    0.001    0.000 arrayprint.py:934(fillFormat)
       14    0.000    0.000    0.000    0.000 arrayprint.py:984(<genexpr>)
       14    0.000    0.000    0.000    0.000 arrayprint.py:989(<genexpr>)
       14    0.000    0.000    0.000    0.000 arrayprint.py:993(<genexpr>)
       14    0.000    0.000    0.000    0.000 arrayprint.py:994(<genexpr>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 arraysetops.py:138(unique)
        1    0.000    0.000    0.000    0.000 arraysetops.py:323(_unique1d)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.016    0.016 art3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:159(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:283(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:323(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:349(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:397(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:492(Path3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:664(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:73(Text3D)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
      101    0.000    0.000    0.196    0.002 artist.py:105(__init_subclass__)
      102    0.000    0.000    0.199    0.002 artist.py:129(_update_set_signature_and_docstring)
        1    0.000    0.000    0.000    0.000 artist.py:1383(ArtistInspector)
      218    0.000    0.000    0.050    0.000 artist.py:1389(__init__)
      102    0.002    0.000    0.007    0.000 artist.py:140(<listcomp>)
      218    0.008    0.000    0.050    0.000 artist.py:1409(get_aliases)
      218    0.010    0.000    0.017    0.000 artist.py:1420(<listcomp>)
     4168    0.008    0.000    0.113    0.000 artist.py:1437(get_valid_values)
      218    0.011    0.000    0.033    0.000 artist.py:1484(get_setters)
      429    0.000    0.000    0.009    0.000 artist.py:1503(number_of_parameters)
      935    0.000    0.000    0.008    0.000 artist.py:1509(is_alias)
     4168    0.003    0.000    0.007    0.000 artist.py:1522(aliased_name)
     4667    0.001    0.000    0.001    0.000 artist.py:1530(<genexpr>)
      115    0.004    0.000    0.137    0.001 artist.py:1565(pprint_setters)
      115    0.000    0.000    0.159    0.001 artist.py:1804(kwdoc)
       26    0.000    0.000    0.000    0.000 artist.py:24(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:67(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:90(_Unset)
        1    0.000    0.000    0.000    0.000 artist.py:96(Artist)
        1    0.000    0.000    0.001    0.001 ask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:21(AssumptionKeys)
        1    0.000    0.000    0.000    0.000 ask_generated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assume.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assume.py:15(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 assume.py:175(PredicateMeta)
        3    0.000    0.000    0.000    0.000 assume.py:176(__new__)
        1    0.000    0.000    0.000    0.000 assume.py:225(Predicate)
        1    0.000    0.000    0.000    0.000 assume.py:359(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 assume.py:81(AppliedPredicate)
        1    0.000    0.000    0.047    0.047 assumptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assumptions.py:444(StdFactKB)
      444    0.001    0.000    0.003    0.000 assumptions.py:449(__init__)
    27390    0.004    0.000    0.004    0.000 assumptions.py:469(as_property)
       38    0.000    0.000    0.000    0.000 assumptions.py:474(make_property)
        1    0.000    0.000    0.000    0.000 assumptions.py:477(getit)
        1    0.000    0.000    0.000    0.000 assumptions.py:594(ManagedProperties)
      419    0.018    0.000    0.039    0.000 assumptions.py:596(__init__)
      698    0.000    0.000    0.000    0.000 ast.py:249(iter_fields)
       19    0.000    0.000    0.001    0.000 ast.py:33(parse)
   256/18    0.000    0.000    0.001    0.000 ast.py:408(visit)
   256/18    0.000    0.000    0.001    0.000 ast.py:414(generic_visit)
      132    0.000    0.000    0.000    0.000 ast.py:424(visit_Constant)
        1    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.034    0.034 axes3d.py:1(<module>)
        1    0.000    0.000    0.002    0.002 axes3d.py:42(Axes3D)
        1    0.000    0.000    0.011    0.011 axis.py:1(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:2154(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 axis.py:2184(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:2435(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
